V4_TIPUSSORTIDA_2,V5_SORTIDA_ESGLAONADA,V6_PROBLEMATICA_DROGUES,V7_PROBLEMÀTICA_SALUTMENTAL_DROGUES,V8_SEGREGACIÓ_REGIMTANCAT,V9_REINGRES_ANTERIOR,V11_CLAS_86_4,V12_CLAS_UD,V13_TIPUSLC,V14_ACCES_LC,V18_SEXE,V19_ESTRANGERS,V20_AREAGEOG,V21_RESIDENCIA,V22_ESTUDIS,V23_CATALA,V24_CASTELLA,V25_FILLS_AGRUPADA,V26_EXPULSIO,V27_EDAT_PB_AGRUPADA,V28_EDAT_SORTIDAPB_AGRUPADA,V29_R3C_F16_DesajustInfantil,V30_R3C_F18_NivellEducatiu,V31_R3C_F19_ProblemesOcupacio,V32_R3C_F20_MancaRecursosEconomics,V33_R3C_F21_AbsenciaPlansFutur,V34_R3C_F22_AntecedentsFamilia,V35_R3C_F23_SocialitzacioProblematica,V36_R3C_F24_MancaSuportFamiliarSocial,V37_R3C_F25_PertinençaBandes,V38_R3C_F26_PertinençaGrupRisc,V39_R3C_F27_RolDelictiuDestacat,V40_R3C_F28_VictimaVIGE,V41_R3C_F29_CarreguesFamiliars,V42_R3C_F30_ConsumDrogues,V43_R3C_F31_ConsumAlcohol,V44_R3C_F32_TranstornMentalSever,V45_R3C_F33_ComportamentSexualRisc,V46_R3C_F34_RespostaLimitadaTractament,V47_R3C_F35_TranstornPersonalitat,V48_R3C_F36_PobreAfrontamentEstres,V49_R3C_F37_IntentsAutolesio,V50_R3C_F38_ActitudsProcriminals,V51_R3C_F39_BaixCI,V52_R3C_F40_Temeritat,V53_R3C_F41_Impulsivitat,V54R3C_F42_Hostilitat,V55_R3C_F43_Irresponsabilitat,V56_R3C_F19_ProblemesOcupacio_dico,V57_R3C_F20_MancaRecursosEconomics_dico,V58_R3C_F21_AbsenciaPlansFutur_dico,V59_R3C_F24_MancaSuportFamiliarSocial_dico,V60_R3C_F30_ConsumDrogues_dico,V61_R3C_F31_ConsumAlcohol_dico,V62_R3C_F34_RespostaLimitadaTractament_dico,V63_R3C_F36_PobreAfrontamentEstres_dico,V64_R3C_F40_Temeritat_dico,V65_R3C_F41_Impulsivitat_dico,V66_R3C_F42_Hostilitat_dico,V67_R3C_F43_Irresponsabilitat_dico,V68_DROGUES_RISCANVI,V69_DELICTEPB,V70_DELICTEPBCAT,V71_DELICTEPBCAT_NOVA,V72_DELICTEPBVIOL,V73_DELICTES_ACUMULATS,V74_RESPCIVIL,V75_OPV,V76_R3C_F03_IntoxicacioDelicteBase,V77_R3C_F04_VictimesLesions,V78_R3C_F07_HistoriaViolencia,V79_R3C_F08_IniciActivitatDelictiva,V80_R3C_F09_IncrementGravetatDelictes,V81_LLP,V82_INGRESPENAT,V83_CLAS_INICIAL,V84_INGRESANTERIOR,V85_INGRESANTERIOR_AGRUPADA,V86_DURADA_PENA_RisCanvi,V87_DURADA_PENA_PENITENCIARI,V88_DURADA_PENA_ESTUDISANTER,V89_TEMPSCONDEMNA_ANUAL,V90_PERMISOS,V91_SORTIDES_100_2,V92_INCIDENTS,V93_EXPEDIENTS,V94_EXP_MOLTGREU,V95_EXP_GREU,V96_REGRESSIONS,V97_UBICA_SUPERVISIO,V98_UBICA_INFERMERIA,V99_UBICA_PSIQUIATRIA,V100_CLASSIFICACIONS,V101_REGRESSIONS_1RGRAU,V102_REGRESSIONS_2GRAU,V103_TERCERGRAU,V104_R3C_F10_ConflictesAmbInterns,V105_R3C_F11_IncomplimentsMesures,V106_R3C_F12_ExpedientsDisciplinaris,V107_R3C_F13_EvasionsFugues,V108_R3C_F14_RegressioGrau,V109_R3C_F15_TrencamentPermisos,V110_R3C_F10_ConflictesAmbInterns_dico,V111_R3C_F11_IncomplimentsMesures_dico,V112_R3C_F12_ExpedientsDisciplinaris_dico,V113_R3C_F13_EvasionsFugues_dico,V114_R3C_F14_RegressioGrau_dico,V115_R3C_F15_TrencamentPermisos_dico,V116_TRACTAMENT_VIOLÈNCIES,V117_TRACTAMENT,V118_TRACTAMENT_TIPUS,V119_TRACTAMENT_SAC,V120_TRACTAMENT_VIGE,V121_TRACTAMENT_DEVI,V122_TRACTAMENT_DROGUES,V123_TRACTAMENT_TRANSIT,V132_TEMPSCONDEMNA_TOTAL,V133_TEMPSFINS_1rPermís,V134_TEMPSFINS_3rGrau,V135_TEMPSFINS_LC,V136_TEMPSFINS_86.4,V137_TEMPSFINS_UD,V138_EDAT_1RINGRÉS,V139_EDAT_DELICTEPBASE,V140_EDAT_PENABASE,V141_EDAT_SORTIDAPBASE,V146_N_FILLS,V147_NCLAS_DIFERENT,V148_NINGRESANTERIOR,V150_NREGRESSIONS,V151_NREGRESSIONS1R,V152_NREGRESSIONS2N,V153_N_UBICA_MODULS,V154_N_UBICA_SUPERVISIO,V155_N_UBICA_INFERMERIA,V156_N_UBICA_PSIQUIATRIA,V157_N_EXPEDIENTS_MLTGREU,V158_N_EXPEDIENTS_GREU,V159_HORES_ACTIVITATS_TRACTAMENT,V160_H_ANIMACIÓSOCIOCULTURAL,V161_H_OPERARI_AUXOFICINA,V162_H_EDUCACIOREGLADA,V163_H_ESPORT,V164_H_FORMACIOOCUPACIONAL,V165_H_TRACTAMENT_TRANSIT,V166_H_CONDUCTESADDICTIVES,V167_H_SALUTMENTAL,V168_H_EMOCIONAL_IMPULSOS,V189_NACIONALITAT,V190_MUNICIPI,V191_COMARCA,V192_PROVINCIA,V193_ESTUDIS,V194_INSTRUCCIO
5,0.0,0.0,0.0,0,1,0,0,9,0,1,2,2,1,3,0,2,2,2,3.0,3.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,2,1,2,1.0,1.0,1.0,1.0,0,0,2,1,2,1,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,46.0,46.0,46.0,4,0,2,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romania,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,5,1,5,0,1,0,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,3,2,2,2,2,2,2,2,2,1,2,1,3,3.0,3.0,3.0,4.0,0,0,2,1,2,1,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,3171.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,38.0,36.0,45.0,0,0,1,0,0,0,6,0,0,0,0,1,2813.0,65.0,806.0,12.0,339.0,1591.0,0.0,0.0,0.0,0.0,Nigèria,Barcelona,Barcelonès,Barcelona,7,Carreres universitàries
2,2.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,0,9,2.0,2.0,1,1,3,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,3,1,1,2,3,2,3,3,2,2,2,2,1,1,1,2,2,1,2,2,0,9138,1,1,1,2,2,1,2,2,2,3,1,2,1,2,2,4,3.0,3.0,3.0,4.0,1,1,1,1,2,1,1,2,2,2,3,3,1,1,3,2,1,3,1,1,2,1,1,2,1,1,1,1,5,0,1,0,1,0,2245.0,27.97327394209354,47.61692650334076,-1.0,-1.0,-1.0,36.0,36.0,36.0,42.0,0,2,0,1,0,1,10,0,0,0,0,6,1688.0,303.0,262.0,0.0,57.0,925.0,105.0,2.0,0.0,34.0,Espanya,Les Borges Blanques,Garrigues,Lleida,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,0,9,2.0,2.0,2,1,3,2,3,3,2,3,2,2,2,2,1,3,3,2,2,3,2,2,2,3,2,3,2,3,3,2,1,2,2,2,2,2,1,2,1,2,2,0,90171,1,2,1,4,2,2,2,0,1,2,1,2,1,2,1,3,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,2,3,2,2,2,2,1,2,0,0,9,0,0,0,0,0,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,42.0,42.0,42.0,0,0,1,0,0,0,2,0,0,0,0,0,164.0,21.0,0.0,15.0,0.0,128.0,0.0,0.0,0.0,0.0,Espanya,Lleida,Segrià,Lleida,5,Educació secundària 1
2,2.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,5,2,2,1,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9227,6,8,2,4,2,2,2,2,2,2,2,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,42.0,42.0,42.0,1,0,0,0,0,0,2,0,0,0,0,0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,Espanya,Arenys de Munt,Maresme,Barcelona,7,Carreres universitàries
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,2,2,2,0,9,3.0,3.0,2,2,3,3,3,2,3,4,2,2,2,2,2,3,3,2,1,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9178,2,3,1,3,1,1,1,1,2,2,2,2,1,2,2,4,3.0,3.0,3.0,4.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,3645.0,60.54869684499314,76.04938271604938,11.659807956104252,-1.0,-1.0,46.0,46.0,46.0,54.0,0,1,0,0,0,0,11,0,0,0,0,0,2523.0,83.0,989.0,87.0,290.0,848.0,163.0,13.0,0.0,50.0,Espanya,Cambrils,Baix Camp,Tarragona,4,Formació intrumental 3
3,5.0,0.0,0.0,0,2,0,1,9,0,2,1,1,1,3,1,2,2,9,3.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,1,2,2,2,2,2,2,2,3,3,1,3,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1335.0,6.292134831460674,6.142322097378277,-1.0,-1.0,30.26217228464419,38.0,46.0,46.0,47.0,5,0,1,0,0,0,4,0,0,0,0,0,212.0,4.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,Espanya,Tortosa,Baix Ebre,Tarragona,5,Educació secundària 1
4,9.0,0.0,0.0,0,2,1,0,1,1,1,2,6,1,3,1,2,0,2,1.0,2.0,2,2,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9368,4,6,2,3,2,2,2,0,2,2,2,2,1,2,1,3,3.0,3.0,3.0,4.0,1,0,1,1,1,1,2,2,2,2,2,3,2,1,2,3,2,3,3,3,1,2,1,2,2,2,0,0,9,0,0,0,0,0,3651.0,51.739249520679266,58.422350041084634,75.26705012325391,72.55546425636811,-1.0,25.0,30.0,26.0,34.0,0,1,1,0,0,0,14,0,0,0,3,5,1536.0,412.0,274.0,25.0,503.0,200.0,0.0,64.0,0.0,58.0,Colòmbia,Girona,Gironès,Girona,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,7,1,2,2,2,1,2,2.0,2.0,2,1,3,3,3,2,3,3,2,1,2,2,2,3,3,2,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9359,4,6,2,4,2,2,2,0,2,3,2,2,3,2,1,3,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,2,3,3,3,2,2,1,2,2,2,0,0,9,0,0,0,0,0,1335.0,21.123595505617978,-1.0,-1.0,-1.0,-1.0,31.0,38.0,38.0,39.0,2,0,1,0,0,0,3,0,0,0,0,0,407.0,7.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,19.0,Pakistan,Tortosa,Baix Ebre,Tarragona,4,Formació intrumental 3
2,2.0,1.0,0.0,0,2,0,0,9,0,1,2,4,1,2,1,2,0,2,1.0,1.0,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,9550,1,1,1,3,2,2,2,1,2,2,1,2,1,2,1,2,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,448.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,36.0,26.0,27.0,0,0,5,0,0,0,4,0,0,0,0,0,76.0,0.0,0.0,0.0,59.0,17.0,0.0,0.0,0.0,0.0,Marroc,Quart,Gironès,Girona,4,Formació intrumental 3
5,0.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,4,2,2,0,9,3.0,3.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,48.0,48.0,48.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Badalona,Barcelonès,Barcelona,6,Batxillerat 1
2,2.0,0.0,0.0,1,1,0,0,9,0,1,1,1,1,1,1,2,0,9,1.0,1.0,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,9241,3,5,2,4,1,2,1,0,1,1,1,2,1,2,1,3,1.0,1.0,1.0,2.0,1,0,1,1,1,1,2,1,2,2,1,3,2,0,2,3,2,3,3,3,1,2,1,2,2,2,0,0,9,0,0,0,0,0,545.0,69.54128440366972,-1.0,-1.0,-1.0,-1.0,21.0,29.0,28.0,30.0,0,0,1,0,0,0,6,1,0,0,1,1,295.0,0.0,0.0,13.0,85.0,197.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,3,Formació intrumental 2
2,2.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,3,2,2,0,9,1.0,1.0,1,1,3,4,3,1,2,4,2,2,2,2,2,4,3,2,2,4,1,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9242,3,4,1,3,2,2,2,0,1,2,2,2,3,2,1,2,2.0,3.0,3.0,3.0,1,1,2,2,1,1,2,2,2,2,2,3,2,1,1,3,2,3,3,3,1,2,1,2,2,2,0,1,4,0,0,0,1,0,2057.0,34.46767136606709,44.190568789499274,45.26008750607681,-1.0,-1.0,18.0,36.0,23.0,26.0,0,1,2,0,0,0,8,0,0,0,1,1,1088.0,16.0,0.0,50.0,319.0,552.0,0.0,138.0,0.0,13.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 2
5,0.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,2,2,2,1,9,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9242,3,4,1,4,1,2,9,9,9,9,9,2,1,0,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,180.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,28.0,28.0,28.0,1,0,2,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Igualada,Anoia,Barcelona,4,Formació intrumental 3
3,3.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,1,9,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9242,3,4,1,4,2,2,2,2,2,2,2,2,1,3,1,2,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,180.0,32.22222222222222,31.666666666666668,-1.0,-1.0,-1.0,18.0,27.0,27.0,27.0,1,0,2,0,0,0,3,0,0,0,0,0,55.0,18.0,0.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,Espanya,Vilafranca del Penedès,Alt Penedès,Barcelona,5,Educació secundària 1
2,2.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,1,9,3.0,3.0,2,1,2,3,3,3,3,3,2,2,2,2,1,2,3,1,2,2,1,2,2,3,2,3,2,2,3,1,2,2,2,1,2,1,1,2,1,1,2,1,9244,3,5,2,4,2,2,1,0,2,3,2,2,3,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,90.0,73.33333333333333,62.22222222222222,-1.0,-1.0,-1.0,48.0,48.0,48.0,49.0,1,0,0,0,0,0,3,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
4,4.0,1.0,0.0,0,2,0,0,2,1,1,1,1,1,5,2,2,1,9,2.0,2.0,2,2,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,2,2,3,2,3,2,4,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,0,9139,1,1,1,4,1,2,1,1,2,3,2,2,1,2,2,4,3.0,3.0,3.0,4.0,1,0,1,1,2,1,2,2,2,2,2,3,2,1,3,3,2,3,3,3,2,2,1,2,2,2,1,1,5,0,0,1,1,0,4380.0,61.3013698630137,60.63926940639269,61.141552511415526,-1.0,-1.0,36.0,38.0,36.0,44.0,2,1,0,0,0,0,9,0,0,0,0,3,2808.0,47.0,103.0,580.0,587.0,1259.0,103.0,113.0,0.0,16.0,Espanya,Manlleu,Osona,Barcelona,7,Carreres universitàries
2,2.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,3,1,2,1,9,3.0,3.0,2,1,3,3,2,3,3,3,2,1,2,2,2,1,2,2,2,3,2,3,4,3,2,3,3,3,3,2,2,1,2,1,1,2,2,2,2,2,2,1,90171,1,2,1,3,2,2,2,0,1,3,2,2,1,2,1,2,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,1,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,1,1,5,0,1,0,1,0,840.0,57.976190476190474,-1.0,-1.0,-1.0,-1.0,41.0,36.0,48.0,50.0,2,0,3,0,0,0,5,0,24,0,0,0,52.0,22.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,Espanya,Sant Joan Despí,Baix Llobregat,Barcelona,5,Educació secundària 1
3,3.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,3,1,2,1,9,2.0,2.0,2,1,2,3,3,2,3,3,2,2,2,2,1,3,2,2,2,4,2,2,3,3,1,3,3,3,2,1,2,2,2,2,1,2,1,2,2,2,1,1,9380,5,7,2,3,2,2,1,0,2,2,2,2,3,2,1,3,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,1,4,0,0,0,1,1,535.0,36.822429906542055,84.67289719626169,-1.0,-1.0,-1.0,28.0,36.0,35.0,37.0,1,1,1,0,0,0,3,0,0,0,0,0,196.0,39.0,0.0,0.0,124.0,0.0,33.0,0.0,0.0,0.0,Espanya,Santa Eulàlia de Ronçana,Vallès Oriental,Barcelona,5,Educació secundària 1
4,9.0,1.0,0.0,0,2,1,0,1,1,1,1,1,1,3,2,2,1,9,1.0,1.0,2,1,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9242,3,4,1,3,1,2,2,0,2,1,2,2,3,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,4,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,1138.0,7.469244288224956,7.117750439367311,8.963093145869948,47.715289982425304,-1.0,26.0,26.0,26.0,28.0,2,0,0,0,0,0,7,0,0,0,0,0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 2
4,9.0,0.0,0.0,0,2,1,0,1,1,1,2,6,1,3,0,2,2,2,2.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9368,4,6,2,4,2,2,2,2,2,2,2,1,3,3,1,3,2.0,2.0,2.0,3.0,1,0,2,2,2,2,1,2,1,2,3,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1470.0,8.299319727891156,7.551020408163265,43.265306122448976,69.65986394557824,-1.0,39.0,45.0,45.0,48.0,4,2,1,1,0,1,12,0,3,0,0,0,760.0,0.0,0.0,31.0,310.0,384.0,0.0,0.0,0.0,35.0,R. Dominicana,Sant Adrià de Besòs,Barcelonès,Barcelona,5,Educació secundària 1
4,4.0,1.0,0.0,0,2,0,0,1,1,1,2,4,1,1,1,2,0,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9242,3,4,1,3,1,1,2,2,2,2,2,2,1,2,2,4,3.0,3.0,3.0,4.0,1,0,1,1,2,1,1,2,2,2,4,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,3666.0,44.40807419530824,50.21822149481724,84.23349699945445,-1.0,-1.0,31.0,32.0,31.0,40.0,0,3,0,1,0,1,11,0,0,0,0,2,2417.0,57.0,1183.0,241.0,188.0,670.0,0.0,72.0,0.0,6.0,Mauritània,Manresa,Bages,Barcelona,3,Formació intrumental 2
5,-1.0,0.0,0.0,1,1,0,0,9,0,1,1,1,1,3,2,2,0,9,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9556,6,8,2,4,1,2,9,9,9,9,9,2,3,1,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,180.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,31.0,31.0,31.0,0,0,3,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Hostalric,Selva,Girona,5,Educació secundària 1
2,2.0,1.0,0.0,0,2,0,0,9,0,1,2,6,1,3,0,2,0,2,1.0,2.0,2,2,4,4,3,3,3,3,2,2,2,2,2,4,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,0,9368,4,6,2,4,2,2,1,0,2,1,2,2,1,2,1,3,2.0,2.0,2.0,3.0,1,0,2,1,2,1,1,2,2,2,3,3,1,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,1125.0,40.44444444444444,52.71111111111111,-1.0,-1.0,-1.0,25.0,30.0,30.0,33.0,0,2,1,1,0,1,7,0,0,0,0,1,1356.0,75.0,0.0,53.0,664.0,427.0,0.0,106.0,0.0,31.0,Colòmbia,Girona,Gironès,Girona,5,Educació secundària 1
2,2.0,0.0,1.0,0,2,0,0,9,0,1,1,1,1,3,2,2,2,9,3.0,3.0,2,1,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,1,1,3,3,1,3,2,2,4,2,2,2,2,2,2,1,1,2,1,1,2,0,9178,2,3,1,2,2,2,2,1,2,3,1,2,3,2,2,4,3.0,3.0,3.0,4.0,0,0,2,1,1,2,2,2,2,2,1,3,2,0,4,2,2,3,3,3,2,1,1,2,2,2,1,1,5,1,1,0,0,0,3400.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.0,36.0,61.0,70.0,3,0,0,0,0,0,14,0,0,0,1,0,2128.0,372.0,239.0,262.0,217.0,900.0,138.0,0.0,0.0,0.0,Espanya,Reus,Baix Camp,Tarragona,5,Educació secundària 1
4,4.0,0.0,0.0,0,1,0,0,1,1,1,2,6,1,5,1,2,2,2,2.0,2.0,2,3,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,93792,5,7,2,3,2,2,1,0,2,2,2,2,1,3,1,2,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,1,240.0,20.0,19.166666666666668,0.0,-1.0,-1.0,25.0,34.0,33.0,34.0,3,0,2,0,0,0,3,0,0,0,0,0,80.0,0.0,0.0,0.0,62.0,1.0,17.0,0.0,0.0,0.0,Colòmbia,Barcelona,Barcelonès,Barcelona,7,Carreres universitàries
4,9.0,0.0,0.0,0,2,1,0,2,1,1,2,6,1,3,2,2,1,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9359,4,6,2,4,2,2,2,2,2,2,2,2,3,2,2,4,2.0,3.0,3.0,3.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,2190.0,16.621004566210047,24.794520547945204,78.40182648401826,43.470319634703195,-1.0,38.0,38.0,38.0,41.0,1,1,0,0,0,0,8,0,0,0,0,0,510.0,40.0,0.0,30.0,226.0,214.0,0.0,0.0,0.0,0.0,Colòmbia,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
