V4_TIPUSSORTIDA_2,V5_SORTIDA_ESGLAONADA,V6_PROBLEMATICA_DROGUES,V7_PROBLEMÀTICA_SALUTMENTAL_DROGUES,V8_SEGREGACIÓ_REGIMTANCAT,V9_REINGRES_ANTERIOR,V11_CLAS_86_4,V12_CLAS_UD,V13_TIPUSLC,V14_ACCES_LC,V18_SEXE,V19_ESTRANGERS,V20_AREAGEOG,V21_RESIDENCIA,V22_ESTUDIS,V23_CATALA,V24_CASTELLA,V25_FILLS_AGRUPADA,V26_EXPULSIO,V27_EDAT_PB_AGRUPADA,V28_EDAT_SORTIDAPB_AGRUPADA,V29_R3C_F16_DesajustInfantil,V30_R3C_F18_NivellEducatiu,V31_R3C_F19_ProblemesOcupacio,V32_R3C_F20_MancaRecursosEconomics,V33_R3C_F21_AbsenciaPlansFutur,V34_R3C_F22_AntecedentsFamilia,V35_R3C_F23_SocialitzacioProblematica,V36_R3C_F24_MancaSuportFamiliarSocial,V37_R3C_F25_PertinençaBandes,V38_R3C_F26_PertinençaGrupRisc,V39_R3C_F27_RolDelictiuDestacat,V40_R3C_F28_VictimaVIGE,V41_R3C_F29_CarreguesFamiliars,V42_R3C_F30_ConsumDrogues,V43_R3C_F31_ConsumAlcohol,V44_R3C_F32_TranstornMentalSever,V45_R3C_F33_ComportamentSexualRisc,V46_R3C_F34_RespostaLimitadaTractament,V47_R3C_F35_TranstornPersonalitat,V48_R3C_F36_PobreAfrontamentEstres,V49_R3C_F37_IntentsAutolesio,V50_R3C_F38_ActitudsProcriminals,V51_R3C_F39_BaixCI,V52_R3C_F40_Temeritat,V53_R3C_F41_Impulsivitat,V54R3C_F42_Hostilitat,V55_R3C_F43_Irresponsabilitat,V56_R3C_F19_ProblemesOcupacio_dico,V57_R3C_F20_MancaRecursosEconomics_dico,V58_R3C_F21_AbsenciaPlansFutur_dico,V59_R3C_F24_MancaSuportFamiliarSocial_dico,V60_R3C_F30_ConsumDrogues_dico,V61_R3C_F31_ConsumAlcohol_dico,V62_R3C_F34_RespostaLimitadaTractament_dico,V63_R3C_F36_PobreAfrontamentEstres_dico,V64_R3C_F40_Temeritat_dico,V65_R3C_F41_Impulsivitat_dico,V66_R3C_F42_Hostilitat_dico,V67_R3C_F43_Irresponsabilitat_dico,V68_DROGUES_RISCANVI,V69_DELICTEPB,V70_DELICTEPBCAT,V71_DELICTEPBCAT_NOVA,V72_DELICTEPBVIOL,V73_DELICTES_ACUMULATS,V74_RESPCIVIL,V75_OPV,V76_R3C_F03_IntoxicacioDelicteBase,V77_R3C_F04_VictimesLesions,V78_R3C_F07_HistoriaViolencia,V79_R3C_F08_IniciActivitatDelictiva,V80_R3C_F09_IncrementGravetatDelictes,V81_LLP,V82_INGRESPENAT,V83_CLAS_INICIAL,V84_INGRESANTERIOR,V85_INGRESANTERIOR_AGRUPADA,V86_DURADA_PENA_RisCanvi,V87_DURADA_PENA_PENITENCIARI,V88_DURADA_PENA_ESTUDISANTER,V89_TEMPSCONDEMNA_ANUAL,V90_PERMISOS,V91_SORTIDES_100_2,V92_INCIDENTS,V93_EXPEDIENTS,V94_EXP_MOLTGREU,V95_EXP_GREU,V96_REGRESSIONS,V97_UBICA_SUPERVISIO,V98_UBICA_INFERMERIA,V99_UBICA_PSIQUIATRIA,V100_CLASSIFICACIONS,V101_REGRESSIONS_1RGRAU,V102_REGRESSIONS_2GRAU,V103_TERCERGRAU,V104_R3C_F10_ConflictesAmbInterns,V105_R3C_F11_IncomplimentsMesures,V106_R3C_F12_ExpedientsDisciplinaris,V107_R3C_F13_EvasionsFugues,V108_R3C_F14_RegressioGrau,V109_R3C_F15_TrencamentPermisos,V110_R3C_F10_ConflictesAmbInterns_dico,V111_R3C_F11_IncomplimentsMesures_dico,V112_R3C_F12_ExpedientsDisciplinaris_dico,V113_R3C_F13_EvasionsFugues_dico,V114_R3C_F14_RegressioGrau_dico,V115_R3C_F15_TrencamentPermisos_dico,V116_TRACTAMENT_VIOLÈNCIES,V117_TRACTAMENT,V118_TRACTAMENT_TIPUS,V119_TRACTAMENT_SAC,V120_TRACTAMENT_VIGE,V121_TRACTAMENT_DEVI,V122_TRACTAMENT_DROGUES,V123_TRACTAMENT_TRANSIT,V132_TEMPSCONDEMNA_TOTAL,V133_TEMPSFINS_1rPermís,V134_TEMPSFINS_3rGrau,V135_TEMPSFINS_LC,V136_TEMPSFINS_86.4,V137_TEMPSFINS_UD,V138_EDAT_1RINGRÉS,V139_EDAT_DELICTEPBASE,V140_EDAT_PENABASE,V141_EDAT_SORTIDAPBASE,V146_N_FILLS,V147_NCLAS_DIFERENT,V148_NINGRESANTERIOR,V150_NREGRESSIONS,V151_NREGRESSIONS1R,V152_NREGRESSIONS2N,V153_N_UBICA_MODULS,V154_N_UBICA_SUPERVISIO,V155_N_UBICA_INFERMERIA,V156_N_UBICA_PSIQUIATRIA,V157_N_EXPEDIENTS_MLTGREU,V158_N_EXPEDIENTS_GREU,V159_HORES_ACTIVITATS_TRACTAMENT,V160_H_ANIMACIÓSOCIOCULTURAL,V161_H_OPERARI_AUXOFICINA,V162_H_EDUCACIOREGLADA,V163_H_ESPORT,V164_H_FORMACIOOCUPACIONAL,V165_H_TRACTAMENT_TRANSIT,V166_H_CONDUCTESADDICTIVES,V167_H_SALUTMENTAL,V168_H_EMOCIONAL_IMPULSOS,V189_NACIONALITAT,V190_MUNICIPI,V191_COMARCA,V192_PROVINCIA,V193_ESTUDIS,V194_INSTRUCCIO
3,3.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,0,9,2.0,2.0,2,1,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9147,1,1,1,4,1,2,2,1,2,2,2,2,3,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,1,180.0,31.11111111111111,30.555555555555557,-1.0,-1.0,-1.0,31.0,31.0,31.0,32.0,0,0,0,0,0,0,2,0,0,0,0,0,89.0,13.0,0.0,0.0,9.0,45.0,22.0,0.0,0.0,0.0,Espanya,Terrassa,Vallès Occidental,Barcelona,5,Educació secundària 2
3,3.0,0.0,0.0,0,2,0,0,9,0,1,2,2,1,3,0,2,1,2,3.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9263,6,8,2,4,1,2,2,2,2,2,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,1,1,2,1,2,2,1,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,365.0,26.575342465753423,22.465753424657535,-1.0,-1.0,-1.0,47.0,47.0,47.0,48.0,2,0,0,0,0,0,5,0,1,0,0,1,412.0,226.0,0.0,93.0,0.0,52.0,0.0,0.0,0.0,41.0,França,Calafell,Baix Penedès,Tarragona,5,CCFF de grau mitjà
4,4.0,1.0,0.0,0,2,0,0,1,1,1,1,1,1,3,2,2,1,9,3.0,3.0,2,2,3,3,3,3,3,3,2,2,2,2,2,3,1,2,2,1,2,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,0,9384,5,7,2,3,2,2,2,0,2,2,2,2,3,3,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,480.0,11.458333333333334,9.583333333333334,11.875,-1.0,-1.0,46.0,46.0,46.0,47.0,2,0,0,0,0,0,7,0,0,0,0,0,39.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,Espanya,Badalona,Barcelonès,Barcelona,5,Educació secundària 2
2,2.0,1.0,0.0,1,2,0,0,9,0,1,1,1,1,3,2,2,0,9,1.0,2.0,1,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,9237,3,5,2,4,2,2,2,0,1,2,2,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,1,1,1,1,2,1,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,30.0,30.0,31.0,0,0,0,0,0,0,3,2,0,0,3,2,48.0,30.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,Espanya,Palafrugell,Baix Empordà,Girona,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,2,2,2,0,2,0,2,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9234,3,5,2,3,2,2,2,2,2,2,2,2,2,2,1,3,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,270.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,27.0,27.0,27.0,0,0,1,0,0,0,2,0,0,0,0,0,330.0,14.0,0.0,0.0,114.0,180.0,0.0,0.0,0.0,22.0,Romania,Bucarest,Barcelonès,Fora Cata,4,Formació intrumental 3
4,9.0,0.0,0.0,0,2,1,0,1,1,2,1,1,1,3,2,2,1,9,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9383,5,7,2,3,2,2,2,2,2,2,2,2,3,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,197.0,9.137055837563452,8.121827411167512,0.0,12.182741116751268,-1.0,28.0,36.0,28.0,29.0,1,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Martorell,Baix Llobregat,Barcelona,9,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,5,2,2,0,1,2,1,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9238,3,5,2,4,2,2,2,2,2,2,2,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,42.0,42.0,42.0,3,0,0,0,0,0,3,0,0,0,0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Mali,Sense Domicili,Barcelonès,Fora Cata,9,n/c
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,1,9,1.0,1.0,2,1,3,3,3,3,3,3,2,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,2,3,3,2,2,2,2,1,2,1,1,1,1,2,2,1,9147,1,1,1,4,2,2,2,0,1,2,2,2,3,2,2,4,1.0,1.0,1.0,1.0,0,0,1,1,2,1,2,2,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,1,1,2,0,1,0,0,0,180.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,27.0,27.0,27.0,1,0,0,0,0,0,2,0,0,0,0,1,227.0,0.0,0.0,59.0,81.0,87.0,0.0,0.0,0.0,0.0,Espanya,Puig-Reig,Berguedà,Barcelona,5,Educació secundària 2
4,4.0,0.0,0.0,0,2,0,0,1,1,1,2,4,1,1,0,1,0,2,3.0,3.0,2,1,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,90153,1,2,1,2,2,2,2,1,1,3,1,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,1,1,2,0,1,0,0,0,330.0,21.818181818181817,19.09090909090909,27.272727272727273,-1.0,-1.0,48.0,36.0,48.0,49.0,0,0,0,0,0,0,3,0,0,0,0,0,181.0,0.0,0.0,42.0,28.0,105.0,6.0,0.0,0.0,0.0,Marroc,Lleida,Segrià,Lleida,3,Formació intrumental 2
5,-1.0,0.0,0.0,1,2,0,0,9,0,1,2,4,1,3,2,2,0,2,1.0,1.0,2,1,3,3,9,3,2,3,1,2,2,2,2,3,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,9,2,2,2,2,1,2,1,1,1,0,9242,3,4,1,4,2,2,9,9,2,2,2,2,1,2,2,4,1.0,1.0,1.0,2.0,0,0,1,1,1,1,2,1,2,2,1,3,2,0,3,3,2,3,3,3,2,2,1,2,2,2,0,0,9,0,0,0,0,0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,19.0,18.0,19.0,0,0,0,0,0,0,4,2,0,0,2,2,44.0,0.0,0.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,Marroc,Cambrils,Baix Camp,Tarragona,5,Educació secundària 1
5,0.0,0.0,0.0,0,2,0,0,9,0,1,2,5,1,1,0,1,1,2,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9263,6,8,2,4,2,2,9,9,9,9,9,2,2,0,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,36.0,38.0,39.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guinea Conakry,Girona,Gironès,Girona,2,Formació intrumental 1
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,2,2,2,0,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,93792,5,7,2,4,2,2,2,2,2,2,2,2,3,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,135.0,31.11111111111111,19.25925925925926,0.0,-1.0,-1.0,42.0,42.0,42.0,42.0,0,0,0,0,0,0,2,0,0,0,0,0,45.0,5.0,0.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,Espanya,Manresa,Bages,Barcelona,4,Formació intrumental 3
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,2,0,2,1,9,2.0,2.0,2,1,3,2,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,0,9226,6,8,2,4,1,2,2,0,2,3,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,90.0,27.77777777777778,26.666666666666668,0.0,-1.0,-1.0,44.0,44.0,44.0,44.0,2,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Ripollet,Vallès Occidental,Barcelona,4,Formació intrumental 3
2,2.0,1.0,0.0,0,2,0,0,9,0,1,2,6,1,3,2,2,0,2,1.0,1.0,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,1,1,1,2,1,1,2,1,0,93792,5,7,2,3,1,2,1,0,1,1,1,2,1,2,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,1,4,0,0,0,1,1,250.0,69.2,-1.0,-1.0,-1.0,-1.0,27.0,27.0,27.0,28.0,0,0,0,0,0,0,2,0,0,0,0,0,334.0,9.0,0.0,0.0,100.0,184.0,16.0,9.0,0.0,16.0,Uruguai,Lloret de Mar,Selva,Girona,9,n/c
3,3.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,2,2,2,2,9,3.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9227,6,8,2,4,1,2,2,2,2,2,2,2,3,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,90.0,61.111111111111114,60.0,-1.0,-1.0,-1.0,58.0,58.0,58.0,58.0,3,0,0,0,0,0,2,0,0,0,0,0,10.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Rubí,Vallès Occidental,Barcelona,4,Formació intrumental 3
5,0.0,0.0,0.0,0,2,0,0,9,0,1,2,6,1,2,1,2,1,2,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9384,5,7,2,4,2,2,9,9,9,9,9,2,1,0,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,37.0,37.0,37.0,2,0,0,0,0,0,2,0,0,0,0,0,23.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Hondures,Girona,Gironès,Girona,9,n/c
4,4.0,1.0,0.0,0,2,0,0,2,1,1,1,1,1,3,2,2,0,9,2.0,2.0,1,1,3,3,3,3,3,2,1,2,2,2,2,4,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1,9242,3,4,1,4,2,2,2,0,2,2,2,2,3,3,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,660.0,10.151515151515152,6.515151515151516,10.151515151515152,-1.0,-1.0,32.0,32.0,32.0,33.0,0,0,0,0,0,0,4,0,0,0,0,0,107.0,0.0,0.0,19.0,8.0,80.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
3,3.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,0,9,2.0,2.0,2,1,2,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,1,2,2,2,1,1,1,2,2,1,2,1,1,93792,5,7,2,4,2,2,1,0,1,2,2,2,3,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,50.0,88.0,88.0,-1.0,-1.0,-1.0,37.0,37.0,37.0,37.0,0,0,0,0,0,0,3,0,0,0,0,0,11.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Espanya,Gavà,Baix Llobregat,Barcelona,5,Educació secundària 2
3,3.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,4,2,2,0,9,2.0,2.0,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,3,2,1,2,1,2,2,2,2,1,2,1,2,1,0,9556,6,8,2,2,1,2,2,2,2,3,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,210.0,32.38095238095238,28.571428571428573,-1.0,-1.0,-1.0,35.0,35.0,35.0,36.0,0,0,0,0,0,0,2,0,0,0,0,0,143.0,50.0,0.0,0.0,78.0,15.0,0.0,0.0,0.0,0.0,Espanya,Girona,Gironès,Girona,6,Batxilletat 2
3,3.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,2,1,2,1,9,2.0,2.0,2,1,3,3,3,2,3,3,2,2,2,2,1,3,3,2,2,4,2,3,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,91732,1,2,1,4,1,2,2,2,1,2,1,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,270.0,55.18518518518518,24.074074074074073,-1.0,-1.0,-1.0,39.0,39.0,39.0,40.0,1,0,0,0,0,0,3,0,0,0,0,0,95.0,0.0,0.0,0.0,67.0,0.0,0.0,18.0,0.0,10.0,Espanya,Santa Eulàlia de Ronçana,Vallès Oriental,Barcelona,4,Formació intrumental 3
2,2.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,4,2,2,1,9,2.0,2.0,2,1,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,2,2,3,3,3,2,3,3,3,2,1,1,1,1,2,1,1,2,2,2,2,1,1,90153,1,2,1,4,2,2,2,0,1,3,1,2,3,2,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,1,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,1,4,0,0,0,1,0,194.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,42.0,42.0,42.0,1,0,0,0,0,0,4,0,2,0,0,0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,Espanya,Terrassa,Vallès Occidental,Barcelona,6,CCFF de grau superior
3,3.0,0.0,0.0,0,2,0,0,9,0,1,2,4,1,1,1,2,1,2,2.0,2.0,1,1,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,93792,5,7,2,4,2,2,1,0,2,3,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,139.0,15.827338129496402,15.107913669064748,-1.0,-1.0,-1.0,41.0,41.0,41.0,41.0,1,0,0,0,0,0,5,0,0,0,0,0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Marroc,Vic,Osona,Barcelona,3,Formació intrumental 2
3,3.0,0.0,0.0,0,2,0,0,9,0,2,1,1,1,3,2,2,0,9,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9556,6,8,2,3,1,2,2,2,2,2,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,1,1,2,1,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,225.0,16.88888888888889,16.0,-1.0,-1.0,-1.0,25.0,36.0,25.0,26.0,0,0,0,0,0,0,3,0,0,0,0,2,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Mataró,Maresme,Barcelona,5,Educació secundària 1
5,0.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,1,9,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9384,5,7,2,4,2,2,9,9,9,9,9,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,55.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,25.0,22.0,25.0,1,0,0,0,0,0,2,0,0,0,0,0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,Espanya,Castelldefels,Baix Llobregat,Barcelona,5,Educació secundària 2
3,3.0,0.0,0.0,0,2,0,0,9,0,1,2,6,2,3,0,2,2,1,1.0,1.0,2,1,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,90153,1,2,1,4,2,2,2,0,2,3,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,120.0,54.166666666666664,50.833333333333336,-1.0,-1.0,-1.0,26.0,26.0,26.0,26.0,4,0,0,0,0,0,3,0,0,0,0,0,11.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,Hondures,Sense dom. fix,Barcelonès,Fora Cata,5,Educació secundària 2
4,4.0,0.0,0.0,0,2,0,0,1,1,1,2,7,1,3,0,1,2,2,2.0,2.0,2,1,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,93792,5,7,2,4,2,2,1,0,2,3,2,2,1,3,2,4,1.0,1.0,1.0,1.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,120.0,36.666666666666664,35.0,0.0,-1.0,-1.0,36.0,36.0,36.0,36.0,3,0,0,0,0,0,3,0,0,0,0,0,8.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Xina,Santa Coloma de Gramenet,Barcelonès,Barcelona,5,Educació secundària 2
2,2.0,0.0,0.0,0,2,0,0,9,0,2,1,1,1,2,2,2,2,9,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9384,5,7,2,4,2,2,2,2,2,2,2,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,1,1,2,1,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,23.0,23.0,24.0,3,0,0,0,0,0,6,0,0,0,0,1,355.0,25.0,0.0,81.0,18.0,226.0,0.0,0.0,0.0,5.0,Espanya,Barcelona,Barcelonès,Barcelona,4,Formació intrumental 3
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,4,1,3,2,2,0,2,1.0,1.0,2,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,1,2,2,2,2,2,0,9384,5,7,2,4,2,2,2,0,2,2,2,2,1,2,2,4,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,1,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,5,0,0,0,0,0,83.0,0.0,0.0,0.0,8.0,55.0,20.0,0.0,0.0,0.0,Marroc,Torelló,Osona,Barcelona,5,Educació secundària 2
